X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
271;405;0.1415274;0.375367;0.1415274;0.375367;375.9;0.1859377;False;2025/10/25 16:21:03:308;1761380463308;;
252;405;0.1315884;0.3753539;0.08450779;0.3729523;379.1;0.1742664;False;2025/10/25 16:21:03:376;1761380463376;;
242;428;0.1264899;0.3967594;0.0774498;0.516843;385.6;0.1800928;False;2025/10/25 16:21:03:411;1761380463411;;
242;462;0.1264483;0.4278172;0.1239365;0.5838583;386.9;0.1744824;False;2025/10/25 16:21:03:442;1761380463442;;
240;455;0.1254018;0.4213883;0.09753454;0.3489246;390.0;0.1930988;False;2025/10/25 16:21:03:472;1761380463472;;
240;450;0.1253387;0.416761;0.1219043;0.3561149;391.0;0.185065;False;2025/10/25 16:21:03:508;1761380463508;;
240;450;0.1250345;0.416744;0.1070048;0.4048311;394.2;0.1943682;False;2025/10/25 16:21:03:540;1761380463540;;
236;478;0.1233815;0.4432918;0.08947384;0.579497;397.2;0.1746455;False;2025/10/25 16:21:03:572;1761380463572;;
237;524;0.1235996;0.4855497;0.1291177;0.6536326;400.9;0.1783016;False;2025/10/25 16:21:03:604;1761380463604;;
240;534;0.125301;0.4952844;0.1486078;0.5759577;403.2;0.18037;False;2025/10/25 16:21:03:637;1761380463637;;
242;542;0.1265508;0.5021895;0.1486188;0.575978;405.2;0.1803255;False;2025/10/25 16:21:03:667;1761380463667;;
270;542;0.1406944;0.5019912;0.2091451;0.4904787;404.3;0.1747919;False;2025/10/25 16:21:03:706;1761380463706;;
270;532;0.140699;0.4934236;0.1422637;0.4103195;404.2;0.1727152;False;2025/10/25 16:21:03:739;1761380463739;;
270;545;0.1406787;0.5046726;0.1377542;0.5954441;404.8;0.1687098;False;2025/10/25 16:21:03:770;1761380463770;;
270;553;0.1406627;0.5126636;0.1377358;0.5954447;405.4;0.1686734;False;2025/10/25 16:21:03:800;1761380463800;;
270;518;0.1410979;0.4800838;0.1553711;0.3272593;408.9;0.1815247;False;2025/10/25 16:21:03:831;1761380463831;;
266;517;0.1388842;0.4796061;0.1079115;0.4624236;409.5;0.1833688;False;2025/10/25 16:21:03:864;1761380463864;;
263;502;0.1374295;0.464833;0.1099569;0.3578427;410.7;0.1817019;False;2025/10/25 16:21:03:895;1761380463895;;
260;499;0.1355643;0.4625597;0.1031169;0.4169218;412.0;0.166613;False;2025/10/25 16:21:03:925;1761380463925;;
255;489;0.1332036;0.4528337;0.09559677;0.359763;412.0;0.1653756;False;2025/10/25 16:21:03:956;1761380463956;;
266;491;0.1389594;0.4548784;0.1784598;0.4852266;413.4;0.1878397;False;2025/10/25 16:21:04:0;1761380464000;;
269;492;0.140127;0.4561019;0.1622068;0.4865566;414.2;0.1701349;False;2025/10/25 16:21:04:30;1761380464030;;
269;492;0.1401276;0.4560879;0.1402881;0.4522104;414.9;0.1837558;False;2025/10/25 16:21:04:63;1761380464063;;
268;492;0.1400142;0.4560747;0.1328592;0.4522629;415.6;0.1838024;False;2025/10/25 16:21:04:105;1761380464105;;
262;535;0.1365411;0.4960934;0.09783944;0.6544829;414.2;0.1862257;False;2025/10/25 16:21:04:141;1761380464141;;
265;536;0.1384368;0.4969496;0.1656759;0.5219958;416.2;0.174261;False;2025/10/25 16:21:04:173;1761380464173;;
265;546;0.1384724;0.5060226;0.1415431;0.5886694;417.7;0.1896183;False;2025/10/25 16:21:04:206;1761380464206;;
265;554;0.1384717;0.5133074;0.1369669;0.5917189;419.1;0.1896923;False;2025/10/25 16:21:04:239;1761380464239;;
258;535;0.1348249;0.4957066;0.09318427;0.3847033;417.1;0.1767043;False;2025/10/25 16:21:04:271;1761380464271;;
259;540;0.1349119;0.5005719;0.1394179;0.567454;415.4;0.1914124;False;2025/10/25 16:21:04:302;1761380464302;;
248;533;0.1296082;0.4940411;0.07832114;0.425938;414.1;0.1717398;False;2025/10/25 16:21:04:333;1761380464333;;
244;523;0.1273714;0.4844857;0.0916079;0.3994281;415.8;0.1858996;False;2025/10/25 16:21:04:364;1761380464364;;
245;541;0.1281118;0.5015712;0.1427342;0.615292;417.8;0.1892845;False;2025/10/25 16:21:04:396;1761380464396;;
240;548;0.125269;0.5082905;0.08633453;0.5828902;416.8;0.18219;False;2025/10/25 16:21:04:429;1761380464429;;
238;508;0.1241708;0.471191;0.09631972;0.3121282;420.3;0.1854815;False;2025/10/25 16:21:04:461;1761380464461;;
237;512;0.1237421;0.4742638;0.1026543;0.5310704;422.5;0.1993193;False;2025/10/25 16:21:04:493;1761380464493;;
236;514;0.123417;0.4765492;0.1026783;0.5311374;424.6;0.199303;False;2025/10/25 16:21:04:522;1761380464522;;
235;525;0.1225882;0.4865142;0.09460808;0.5873764;422.8;0.2010237;False;2025/10/25 16:21:04:553;1761380464553;;
235;563;0.1224757;0.5219094;0.1162026;0.6959863;418.5;0.2048011;False;2025/10/25 16:21:04:583;1761380464583;;
