X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
563;303;0.2936454;0.2809682;0.2936454;0.2809682;480.4;0.1718429;False;2025/10/25 16:19:53:721;1761380393721;;
669;261;0.3489092;0.2424865;0.4452076;0.1259805;482.4;0.1730416;False;2025/10/25 16:19:53:790;1761380393790;;
652;271;0.3396441;0.2518464;0.2782684;0.3259319;478.9;0.1782025;False;2025/10/25 16:19:53:830;1761380393830;;
617;270;0.3217696;0.2503965;0.2432984;0.2196578;479.1;0.185405;False;2025/10/25 16:19:53:875;1761380393875;;
572;301;0.2981794;0.2793443;0.2006647;0.4150872;476.0;0.1761133;False;2025/10/25 16:19:53:911;1761380393911;;
571;303;0.2977754;0.2813397;0.2802421;0.316966;474.7;0.1894655;False;2025/10/25 16:19:53:950;1761380393950;;
545;306;0.2843618;0.2834479;0.2160856;0.3204929;475.8;0.1737255;False;2025/10/25 16:19:53:997;1761380393997;;
528;336;0.2750989;0.3120362;0.2082983;0.4547502;472.9;0.1884867;False;2025/10/25 16:19:54:32;1761380394032;;
532;337;0.2773234;0.3121764;0.301462;0.3282562;474.2;0.1747035;False;2025/10/25 16:19:54:68;1761380394068;;
532;342;0.2773268;0.316771;0.2774838;0.3811131;472.9;0.1752988;False;2025/10/25 16:19:54:103;1761380394103;;
527;342;0.2747393;0.316776;0.237825;0.3170221;471.2;0.1794259;False;2025/10/25 16:19:54:139;1761380394139;;
527;337;0.2746353;0.3125673;0.2603123;0.2605618;473.6;0.1883046;False;2025/10/25 16:19:54:171;1761380394171;;
529;356;0.2756915;0.3298268;0.290325;0.4318466;470.2;0.1818066;False;2025/10/25 16:19:54:216;1761380394216;;
529;385;0.275663;0.3567546;0.2724127;0.4864498;468.2;0.1809397;False;2025/10/25 16:19:54:259;1761380394259;;
531;391;0.2768755;0.3622221;0.2951095;0.4291183;467.4;0.1621603;False;2025/10/25 16:19:54:304;1761380394304;;
528;392;0.2752079;0.3630491;0.2497566;0.4008533;465.7;0.1717446;False;2025/10/25 16:19:54:346;1761380394346;;
528;402;0.275152;0.37256;0.2666952;0.4729199;466.0;0.1663353;False;2025/10/25 16:19:54:378;1761380394378;;
530;396;0.2761125;0.3667915;0.2923346;0.3191786;467.4;0.1697543;False;2025/10/25 16:19:54:421;1761380394421;;
541;424;0.281795;0.3930144;0.3181305;0.5035551;465.9;0.1710703;False;2025/10/25 16:19:54:487;1761380394487;;
533;446;0.2779154;0.413722;0.2394129;0.5490591;466.9;0.1698344;False;2025/10/25 16:19:54:521;1761380394521;;
531;459;0.2767205;0.4256461;0.2531786;0.5380705;467.8;0.1698335;False;2025/10/25 16:19:54:552;1761380394552;;
531;451;0.2766356;0.4179589;0.269313;0.3555368;467.5;0.1817019;False;2025/10/25 16:19:54:586;1761380394586;;
523;468;0.2728829;0.4342125;0.2309342;0.554742;466.8;0.1783214;False;2025/10/25 16:19:54:618;1761380394618;;
528;467;0.2752293;0.4325372;0.3048376;0.4057817;464.8;0.1727759;False;2025/10/25 16:19:54:651;1761380394651;;
527;467;0.2748422;0.43289;0.2598383;0.4615997;465.2;0.1701397;False;2025/10/25 16:19:54:683;1761380394683;;
528;475;0.2753925;0.440029;0.2899173;0.5267321;465.2;0.1667898;False;2025/10/25 16:19:54:714;1761380394714;;
523;453;0.2726303;0.4202762;0.2359552;0.3075334;465.4;0.1731499;False;2025/10/25 16:19:54:746;1761380394746;;
526;468;0.2743779;0.4339739;0.3011927;0.5484341;467.1;0.1762708;False;2025/10/25 16:19:54:775;1761380394775;;
511;478;0.2664062;0.4434134;0.2058266;0.5426634;467.6;0.2001856;False;2025/10/25 16:19:54:806;1761380394806;;
502;470;0.2617403;0.4352197;0.2136128;0.3656004;467.1;0.1910111;False;2025/10/25 16:19:54:837;1761380394837;;
501;469;0.2610683;0.4350329;0.2391025;0.4284174;467.3;0.1943534;False;2025/10/25 16:19:54:870;1761380394870;;
483;455;0.2520749;0.4217411;0.1844749;0.3252935;467.8;0.1743571;False;2025/10/25 16:19:54:901;1761380394901;;
485;443;0.2526501;0.4107044;0.2647314;0.319382;468.6;0.1819696;False;2025/10/25 16:19:54:932;1761380394932;;
484;455;0.2525889;0.4213587;0.2417362;0.5144159;470.3;0.1766777;False;2025/10/25 16:19:54:963;1761380394963;;
484;463;0.2525409;0.4293365;0.2418216;0.514473;471.8;0.1766793;False;2025/10/25 16:19:54:992;1761380394992;;
484;458;0.2525073;0.424085;0.249856;0.3644341;468.5;0.184028;False;2025/10/25 16:19:55:25;1761380395025;;
478;459;0.2491096;0.4256269;0.2059024;0.4638551;466.8;0.1957821;False;2025/10/25 16:19:55:58;1761380395058;;
450;477;0.2348913;0.4421371;0.1527722;0.5587029;466.5;0.1936527;False;2025/10/25 16:19:55:89;1761380395089;;
412;477;0.21466;0.4424294;0.1183372;0.4661343;464.2;0.1667226;False;2025/10/25 16:19:55:120;1761380395120;;
398;472;0.2073567;0.4375767;0.1467462;0.3812122;463.3;0.1814637;False;2025/10/25 16:19:55:153;1761380395153;;
394;490;0.2052234;0.453779;0.1679939;0.5690928;466.8;0.1869205;False;2025/10/25 16:19:55:184;1761380395184;;
386;491;0.2014104;0.4550896;0.152152;0.4949404;463.0;0.2060995;False;2025/10/25 16:19:55:215;1761380395215;;
394;492;0.2052932;0.4562228;0.2410556;0.4958437;460.7;0.2071838;False;2025/10/25 16:19:55:245;1761380395245;;
364;516;0.1896988;0.478028;0.101713;0.6184343;459.2;0.1936103;False;2025/10/25 16:19:55:275;1761380395275;;
345;525;0.179951;0.4867092;0.110032;0.579776;456.9;0.200179;False;2025/10/25 16:19:55:307;1761380395307;;
345;529;0.1798817;0.4904327;0.1741286;0.5590221;455.7;0.2024739;False;2025/10/25 16:19:55:338;1761380395338;;
325;539;0.1693741;0.4994633;0.09569392;0.6004573;457.5;0.1921629;False;2025/10/25 16:19:55:368;1761380395368;;
307;549;0.1602962;0.5086394;0.09089395;0.6119538;457.3;0.1930393;False;2025/10/25 16:19:55:400;1761380395400;;
297;563;0.1547446;0.5218916;0.09703328;0.6440704;456.6;0.1850774;False;2025/10/25 16:19:55:430;1761380395430;;
280;563;0.1461437;0.5217736;0.07885513;0.5194116;457.3;0.1917769;False;2025/10/25 16:19:55:465;1761380395465;;
271;563;0.141292;0.5222114;0.0832888;0.5634152;457.9;0.1917759;False;2025/10/25 16:19:55:494;1761380395494;;
267;575;0.139067;0.5325527;0.09518804;0.6413792;462.1;0.1896796;False;2025/10/25 16:19:55:525;1761380395525;;
263;583;0.137352;0.5402576;0.09518686;0.6413794;465.9;0.189647;False;2025/10/25 16:19:55:554;1761380395554;;
260;597;0.1356304;0.5532452;0.09304621;0.6758538;465.7;0.193549;False;2025/10/25 16:19:55:584;1761380395584;;
