X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
2871;606;1.495396;0.5616411;1.495396;0.5616411;663.1;0.2049232;True;2025/10/25 16:55:47:103;1761382547103;Offscreen;
1746;594;0.9095281;0.5500101;0.7490711;0.4906611;660.1;0.18776;True;2025/10/25 16:55:47:210;1761382547210;;
1619;590;0.8434743;0.5467354;0.7909354;0.4962167;657.4;0.1939077;True;2025/10/25 16:55:47:266;1761382547266;;
1670;590;0.8699483;0.5466957;0.9331534;0.522468;659.9;0.190698;True;2025/10/25 16:55:47:312;1761382547312;;
1700;590;0.8858629;0.5465901;0.9675328;0.5201895;662.1;0.1904987;True;2025/10/25 16:55:47:348;1761382547348;;
1689;589;0.8799177;0.5461054;0.8653208;0.5120639;661.9;0.1975923;True;2025/10/25 16:55:47:387;1761382547387;;
1687;589;0.8790969;0.5454084;0.8766743;0.5082012;661.7;0.1972251;True;2025/10/25 16:55:47:432;1761382547432;;
1696;588;0.8834018;0.5452724;0.9187381;0.5143285;661.3;0.2073193;True;2025/10/25 16:55:47:465;1761382547465;;
1732;588;0.9023786;0.5451931;1.032466;0.54268;658.9;0.1972595;True;2025/10/25 16:55:47:500;1761382547500;;
1761;588;0.9172866;0.5451233;1.032149;0.5426563;656.8;0.1972072;True;2025/10/25 16:55:47:541;1761382547541;;
1704;588;0.8879095;0.5450192;0.824558;0.5301838;654.4;0.2097446;True;2025/10/25 16:55:47:589;1761382547589;;
1611;587;0.8391443;0.5436551;0.7353246;0.5010588;651.7;0.1927473;True;2025/10/25 16:55:47:624;1761382547624;;
1554;586;0.809858;0.5426438;0.7298585;0.5010111;649.3;0.1927876;True;2025/10/25 16:55:47:655;1761382547655;;
1505;585;0.7842422;0.5417028;0.7137741;0.5002888;647.8;0.1833608;True;2025/10/25 16:55:47:690;1761382547690;;
1496;584;0.7795199;0.5407709;0.7597691;0.5000508;646.4;0.1833677;True;2025/10/25 16:55:47:735;1761382547735;;
1429;583;0.7447504;0.5405211;0.6526014;0.5061269;646.3;0.1780176;True;2025/10/25 16:55:47:769;1761382547769;;
1391;583;0.7246067;0.540336;0.6526198;0.5061299;646.2;0.1780028;True;2025/10/25 16:55:47:799;1761382547799;;
1406;583;0.7325953;0.5400985;0.8208069;0.5206969;645.8;0.2195402;True;2025/10/25 16:55:47:831;1761382547831;;
1418;583;0.7386134;0.5399107;0.8212183;0.5207171;645.3;0.2196797;True;2025/10/25 16:55:47:861;1761382547861;;
1419;582;0.7392681;0.5393559;0.7846994;0.5030495;645.9;0.1884893;True;2025/10/25 16:55:47:905;1761382547905;;
1419;582;0.7395663;0.5390308;0.7858315;0.5031538;646.5;0.1885929;True;2025/10/25 16:55:47:935;1761382547935;;
1183;581;0.6165826;0.538842;0.4464532;0.5315604;643.8;0.2025173;True;2025/10/25 16:55:47:970;1761382547970;;
1054;581;0.5492811;0.5387309;0.4328979;0.5185382;641.4;0.2025296;True;2025/10/25 16:55:48:0;1761382548000;;
1157;581;0.6027759;0.538596;0.8087997;0.5104611;638.2;0.1845721;True;2025/10/25 16:55:48:32;1761382548032;;
1326;581;0.6910053;0.5384167;0.8839142;0.5208358;635.4;0.1844752;True;2025/10/25 16:55:48:75;1761382548075;;
1316;580;0.6857015;0.5373554;0.6547734;0.4938534;635.2;0.2021713;True;2025/10/25 16:55:48:106;1761382548106;;
