X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
2825;604;1.471469;0.5599066;1.342628;0.5673007;453.2;0.2485974;False;2025/10/25 16:37:12:242;1761381432242;Offscreen;
2775;604;1.445565;0.5599753;1.333466;0.5679509;450.1;0.2487829;False;2025/10/25 16:37:12:269;1761381432269;Offscreen;
2769;604;1.442619;0.5599871;1.404457;0.5756941;449.3;0.2234881;True;2025/10/25 16:37:12:300;1761381432300;Offscreen;
2707;605;1.410032;0.560385;1.350509;0.5805783;448.5;0.2192273;True;2025/10/25 16:37:12:469;1761381432469;Offscreen;
2708;605;1.41071;0.5604329;1.421579;0.575599;451.1;0.2294093;True;2025/10/25 16:37:12:503;1761381432503;Offscreen;
2722;605;1.418223;0.560446;1.475194;0.5769149;453.5;0.2316569;True;2025/10/25 16:37:12:530;1761381432530;Offscreen;
2735;605;1.424746;0.5604593;1.475223;0.5769165;455.6;0.2316625;True;2025/10/25 16:37:12:561;1761381432561;Offscreen;
2783;605;1.449814;0.5605911;1.543727;0.582242;453.8;0.2270109;True;2025/10/25 16:37:12:595;1761381432595;Offscreen;
2800;605;1.458739;0.5606722;1.51943;0.5817003;452.1;0.227836;True;2025/10/25 16:37:12:626;1761381432626;Offscreen;
2800;604;1.458639;0.5598187;1.449595;0.5428005;453.3;0.2148732;True;2025/10/25 16:37:12:666;1761381432666;Offscreen;
2800;604;1.458577;0.5593166;1.449569;0.5427996;454.4;0.2148677;True;2025/10/25 16:37:12:696;1761381432696;Offscreen;
2854;604;1.48685;0.5597466;1.59556;0.584093;453.8;0.21921;True;2025/10/25 16:37:12:724;1761381432724;Offscreen;
2905;605;1.513123;0.5602194;1.605942;0.5851203;453.3;0.2189896;True;2025/10/25 16:37:12:758;1761381432758;Offscreen;
2927;605;1.52468;0.5605147;1.591784;0.5842661;453.1;0.2260349;True;2025/10/25 16:37:12:787;1761381432787;Offscreen;
2944;605;1.533757;0.5607801;1.591885;0.5842724;452.9;0.2260634;True;2025/10/25 16:37:12:817;1761381432817;Offscreen;
2890;605;1.505665;0.5606044;1.394337;0.5534315;451.8;0.2191615;True;2025/10/25 16:37:12:847;1761381432847;Offscreen;
2846;605;1.482626;0.5604336;1.382363;0.5523928;450.8;0.2192182;True;2025/10/25 16:37:12:878;1761381432878;Offscreen;
2849;605;1.484102;0.5604365;1.506575;0.5606338;453.6;0.2224071;True;2025/10/25 16:37:12:929;1761381432929;Offscreen;
2850;605;1.484827;0.5604381;1.506809;0.5606532;456.1;0.2224445;True;2025/10/25 16:37:12:962;1761381432962;Offscreen;
2853;605;1.486037;0.5607448;1.51379;0.5796393;457.1;0.2233732;True;2025/10/25 16:37:12:994;1761381432994;Offscreen;
2853;605;1.486076;0.5609446;1.497883;0.5776776;458.0;0.2231918;True;2025/10/25 16:37:13:30;1761381433030;Offscreen;
2905;606;1.51335;0.561617;1.61759;0.5895972;457.4;0.2229266;True;2025/10/25 16:37:13:65;1761381433065;Offscreen;
2907;606;1.514365;0.5616545;1.539035;0.5693824;457.0;0.2181735;True;2025/10/25 16:37:13:97;1761381433097;Offscreen;
2909;606;1.515109;0.5616843;1.538568;0.5693724;456.7;0.218008;True;2025/10/25 16:37:13:126;1761381433126;Offscreen;
2910;606;1.515818;0.5617138;1.53857;0.5693725;456.4;0.2180085;True;2025/10/25 16:37:13:162;1761381433162;Offscreen;
2916;606;1.518939;0.5619889;1.561474;0.5827104;454.5;0.2211917;True;2025/10/25 16:37:13:195;1761381433195;Offscreen;
3069;608;1.598735;0.5637981;1.675318;0.5900676;454.0;0.2208084;True;2025/10/25 16:37:13:441;1761381433441;Offscreen;
3071;608;1.599875;0.5638767;1.635106;0.5793806;454.5;0.2154959;True;2025/10/25 16:37:13:473;1761381433473;Offscreen;
2649;607;1.380081;0.5620722;1.147122;0.5310412;458.5;0.2467602;False;2025/10/25 16:37:13:504;1761381433504;Offscreen;
2470;606;1.286744;0.5617915;1.16348;0.5510983;462.1;0.2503143;False;2025/10/25 16:37:13:535;1761381433535;Offscreen;
2473;606;1.288385;0.5619814;1.476259;0.5805424;464.7;0.2438816;False;2025/10/25 16:37:13:563;1761381433563;Offscreen;
2495;606;1.299576;0.5619836;1.348107;0.5720595;467.0;0.2455373;False;2025/10/25 16:37:13:591;1761381433591;Offscreen;
2511;606;1.308043;0.5620185;1.423306;0.5744283;469.0;0.2447918;False;2025/10/25 16:37:13:620;1761381433620;Offscreen;
2670;607;1.391125;0.5628152;1.637239;0.595566;468.7;0.2193424;True;2025/10/25 16:37:13:649;1761381433649;Offscreen;
2757;608;1.436244;0.5632489;1.632418;0.5927609;468.4;0.2200617;True;2025/10/25 16:37:13:673;1761381433673;Offscreen;
2809;608;1.46305;0.5637879;1.614065;0.5964459;468.2;0.2202198;True;2025/10/25 16:37:13:696;1761381433696;Offscreen;
3003;610;1.564084;0.5648906;1.769667;0.6053008;468.7;0.2257119;True;2025/10/25 16:37:13:726;1761381433726;Offscreen;
3187;610;1.659896;0.5655218;1.810493;0.5980442;469.1;0.2242231;True;2025/10/25 16:37:13:769;1761381433769;Offscreen;
3229;612;1.681806;0.5670858;1.756672;0.6157453;467.5;0.2391941;True;2025/10/25 16:37:13:801;1761381433801;Offscreen;
3258;612;1.697039;0.5674828;1.767821;0.6038811;468.5;0.2429502;False;2025/10/25 16:37:13:825;1761381433825;Offscreen;
3270;613;1.703582;0.568152;1.748041;0.6113649;469.4;0.2445273;False;2025/10/25 16:37:13:848;1761381433848;Offscreen;
3281;614;1.708961;0.5687702;1.748021;0.6113639;470.3;0.2445102;False;2025/10/25 16:37:13:874;1761381433874;Offscreen;
3329;614;1.734304;0.5691971;1.802098;0.6049675;468.7;0.2293891;True;2025/10/25 16:37:13:926;1761381433926;Offscreen;
3347;614;1.743297;0.5693719;1.80201;0.6049629;467.3;0.2293289;True;2025/10/25 16:37:13:950;1761381433950;Offscreen;
3347;615;1.743643;0.5695082;1.749777;0.5956047;466.2;0.2168491;True;2025/10/25 16:37:13:980;1761381433980;Offscreen;
3350;615;1.745037;0.5696127;1.76603;0.595276;465.2;0.2165512;True;2025/10/25 16:37:14:3;1761381434003;Offscreen;
3353;615;1.746579;0.5697201;1.763994;0.5965167;464.3;0.2160738;True;2025/10/25 16:37:14:47;1761381434047;Offscreen;
3331;615;1.735134;0.5699354;1.661011;0.5885914;463.9;0.2283955;True;2025/10/25 16:37:14:78;1761381434078;Offscreen;
2575;615;1.341522;0.5695245;1.006256;0.5580587;464.2;0.2436676;False;2025/10/25 16:37:14:104;1761381434104;Offscreen;
2254;614;1.174113;0.5691521;1.001729;0.5569202;464.5;0.2442906;False;2025/10/25 16:37:14:127;1761381434127;Offscreen;
2083;614;1.085353;0.5687573;1.001924;0.5569327;464.7;0.2443935;False;2025/10/25 16:37:14:157;1761381434157;Offscreen;
1852;613;0.9648126;0.568298;0.8825327;0.5561087;465.5;0.2572019;False;2025/10/25 16:37:14:200;1761381434200;;
1754;613;0.9135655;0.5679184;0.8580894;0.5531766;466.3;0.2578522;False;2025/10/25 16:37:14:231;1761381434231;;
1830;613;0.9535689;0.5679242;1.150411;0.5716246;466.4;0.2442986;False;2025/10/25 16:37:14:259;1761381434259;;
1888;613;0.9837624;0.5679294;1.15155;0.5716942;466.5;0.2448816;False;2025/10/25 16:37:14:291;1761381434291;;
1831;612;0.9541216;0.5674294;0.9049999;0.5480986;469.0;0.2386346;True;2025/10/25 16:37:14:320;1761381434320;;
1803;612;0.9393107;0.5670371;0.9049576;0.5469398;471.2;0.240264;False;2025/10/25 16:37:14:343;1761381434343;;
1693;611;0.8819711;0.5661473;0.7960371;0.5374561;468.0;0.2424197;False;2025/10/25 16:37:14:373;1761381434373;;
1653;610;0.8610016;0.5652066;0.8243762;0.5356055;465.2;0.2416075;False;2025/10/25 16:37:14:408;1761381434408;;
1617;609;0.8426849;0.564799;0.8045017;0.5415898;462.6;0.2411118;False;2025/10/25 16:37:14:440;1761381434440;;
1867;610;0.9727015;0.5648943;1.201702;0.5689241;463.0;0.2401079;False;2025/10/25 16:37:14:489;1761381434489;;
2716;612;1.415102;0.5670301;1.661629;0.5986076;461.8;0.2395131;True;2025/10/25 16:37:14:540;1761381434540;Offscreen;
2858;613;1.488724;0.56766;1.570886;0.5891625;460.7;0.2404518;False;2025/10/25 16:37:14:579;1761381434579;Offscreen;
2945;614;1.534173;0.5689915;1.588931;0.600495;461.0;0.2310722;True;2025/10/25 16:37:14:623;1761381434623;Offscreen;
3227;614;1.681221;0.5692374;1.801216;0.5870801;462.2;0.2397959;False;2025/10/25 16:37:14:669;1761381434669;Offscreen;
3345;614;1.742378;0.5694444;1.80135;0.5870817;463.2;0.2398888;False;2025/10/25 16:37:14:718;1761381434718;Offscreen;
3383;615;1.76203;0.5695956;1.803049;0.5893752;462.3;0.234842;True;2025/10/25 16:37:14:745;1761381434745;Offscreen;
3474;615;1.809703;0.5696676;1.893913;0.5869226;464.5;0.2500837;False;2025/10/25 16:37:14:771;1761381434771;Offscreen;
3544;615;1.845947;0.5699558;1.918224;0.5954489;466.4;0.2504333;False;2025/10/25 16:37:14:797;1761381434797;Offscreen;
3586;615;1.868194;0.5702088;1.918329;0.59545;468.2;0.2505231;False;2025/10/25 16:37:14:822;1761381434822;Offscreen;
3620;616;1.885502;0.5708637;1.92824;0.605798;470.7;0.2400774;False;2025/10/25 16:37:14:848;1761381434848;Offscreen;
3637;617;1.894695;0.5714321;1.923246;0.6066905;473.0;0.2404119;False;2025/10/25 16:37:14:874;1761381434874;Offscreen;
3625;617;1.888273;0.5715347;1.787436;0.5812744;472.4;0.2344492;True;2025/10/25 16:37:14:901;1761381434901;Offscreen;
3616;617;1.883385;0.5716162;1.787497;0.5812766;471.9;0.2344795;True;2025/10/25 16:37:14:926;1761381434926;Offscreen;
3607;617;1.878679;0.5716983;1.787432;0.5812743;471.4;0.234447;True;2025/10/25 16:37:14:957;1761381434957;Offscreen;
3616;618;1.883341;0.5728015;1.898999;0.6106499;473.3;0.2240426;True;2025/10/25 16:37:14:994;1761381434994;Offscreen;
3610;619;1.880437;0.5732486;1.818484;0.6062335;474.9;0.2270135;True;2025/10/25 16:37:15:20;1761381435020;Offscreen;
3528;619;1.837597;0.5733528;1.657871;0.5845429;476.7;0.2309367;True;2025/10/25 16:37:15:46;1761381435046;Offscreen;
3484;619;1.814897;0.573398;1.675245;0.589633;478.3;0.2312322;True;2025/10/25 16:37:15:72;1761381435072;Offscreen;
3382;619;1.761733;0.5734841;1.5874;0.5818442;477.4;0.2281124;True;2025/10/25 16:37:15:98;1761381435098;Offscreen;
3320;619;1.729414;0.5735485;1.587894;0.5818524;476.5;0.2283929;True;2025/10/25 16:37:15:122;1761381435122;Offscreen;
3273;619;1.704763;0.5736079;1.588066;0.5818553;475.7;0.2284921;True;2025/10/25 16:37:15:146;1761381435146;Offscreen;
3257;619;1.696627;0.573648;1.628653;0.5907439;476.5;0.2210761;True;2025/10/25 16:37:15:172;1761381435172;Offscreen;
3251;619;1.693436;0.5738251;1.646664;0.5970895;477.1;0.2214742;True;2025/10/25 16:37:15:196;1761381435196;Offscreen;
3246;619;1.690729;0.5739813;1.6464;0.5970749;477.7;0.2213178;True;2025/10/25 16:37:15:221;1761381435221;Offscreen;
3253;620;1.694295;0.5741161;1.733476;0.5969899;479.9;0.2291787;True;2025/10/25 16:37:15:247;1761381435247;Offscreen;
3258;620;1.697112;0.5742275;1.734227;0.5970294;481.9;0.2297475;True;2025/10/25 16:37:15:270;1761381435270;Offscreen;
3262;620;1.699476;0.5743275;1.734213;0.5970289;483.7;0.2297368;True;2025/10/25 16:37:15:296;1761381435296;Offscreen;
3247;620;1.691343;0.5749549;1.62518;0.611152;480.9;0.2257902;True;2025/10/25 16:37:15:321;1761381435321;Offscreen;
3234;621;1.684637;0.5755313;1.625598;0.6111746;478.4;0.2260897;True;2025/10/25 16:37:15:350;1761381435350;Offscreen;
2970;621;1.547048;0.575473;1.344404;0.5734053;476.6;0.214669;True;2025/10/25 16:37:15:382;1761381435382;Offscreen;
2748;621;1.431682;0.5753073;1.240557;0.5680988;474.9;0.2162053;True;2025/10/25 16:37:15:406;1761381435406;Offscreen;
2585;621;1.346768;0.5753015;1.20902;0.5749071;473.9;0.2352488;True;2025/10/25 16:37:15:432;1761381435432;Offscreen;
2498;621;1.301102;0.5752969;1.209276;0.5749223;472.9;0.2354161;True;2025/10/25 16:37:15:457;1761381435457;Offscreen;
2442;621;1.271899;0.5752923;1.208589;0.5748815;472.1;0.2349674;True;2025/10/25 16:37:15:482;1761381435482;Offscreen;
2355;621;1.226669;0.5752434;1.138199;0.5714363;470.0;0.2267232;True;2025/10/25 16:37:15:508;1761381435508;Offscreen;
2305;621;1.200971;0.5752046;1.138592;0.5714599;468.1;0.2268846;True;2025/10/25 16:37:15:532;1761381435532;Offscreen;
2266;621;1.180237;0.5751354;1.126553;0.569083;466.4;0.2271395;True;2025/10/25 16:37:15:557;1761381435557;Offscreen;
2262;620;1.178134;0.5749966;1.170377;0.5650555;465.8;0.2255621;True;2025/10/25 16:37:15:583;1761381435583;Offscreen;
2275;620;1.1851;0.5749826;1.2345;0.5725037;465.3;0.2262408;True;2025/10/25 16:37:15:612;1761381435612;Offscreen;
2233;620;1.1632;0.5746971;1.102702;0.5592742;464.8;0.2248747;True;2025/10/25 16:37:15:640;1761381435640;Offscreen;
2212;620;1.152439;0.5746819;1.11241;0.5705905;464.0;0.2296307;True;2025/10/25 16:37:15:666;1761381435666;Offscreen;
2153;620;1.121488;0.5746232;1.03066;0.5661176;463.3;0.2301215;True;2025/10/25 16:37:15:690;1761381435690;Offscreen;
2153;620;1.121578;0.5744777;1.122143;0.561131;462.4;0.2268201;True;2025/10/25 16:37:15:714;1761381435714;Offscreen;
2153;620;1.121651;0.5743569;1.122204;0.5611349;461.6;0.226844;True;2025/10/25 16:37:15:740;1761381435740;Offscreen;
2121;620;1.10511;0.574288;1.041456;0.5633929;461.1;0.2344425;True;2025/10/25 16:37:15:765;1761381435765;Offscreen;
2100;620;1.094109;0.5742328;1.041492;0.563395;460.6;0.2344635;True;2025/10/25 16:37:15:789;1761381435789;Offscreen;
2085;620;1.085953;0.5741844;1.041318;0.5633848;460.2;0.234363;True;2025/10/25 16:37:15:814;1761381435814;Offscreen;
