X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
853;566;0.4445172;0.5249745;0.3532338;0.4933802;473.3;0.2096231;True;2025/10/25 17:06:39:309;1761383199309;;
795;566;0.4141337;0.5249181;0.322774;0.5151538;469.4;0.2034887;True;2025/10/25 17:06:39:334;1761383199334;;
758;566;0.3952162;0.5248736;0.3228114;0.5152005;465.9;0.2034855;True;2025/10/25 17:06:39:357;1761383199357;;
751;567;0.3915763;0.5250163;0.3705705;0.5320083;467.9;0.2128163;False;2025/10/25 17:06:39:382;1761383199382;;
746;567;0.3886365;0.5251479;0.37056;0.5320076;469.7;0.2128155;False;2025/10/25 17:06:39:411;1761383199411;;
748;567;0.3900035;0.525265;0.4233759;0.5323067;471.3;0.212778;False;2025/10/25 17:06:39:439;1761383199439;;
724;567;0.3775551;0.5251543;0.3168087;0.5106874;469.0;0.2063159;True;2025/10/25 17:06:39:465;1761383199465;;
705;566;0.3675002;0.5248356;0.3107562;0.5019295;467.0;0.2062076;True;2025/10/25 17:06:39:489;1761383199489;;
694;566;0.3618523;0.5248181;0.3236391;0.5219706;465.9;0.2210562;False;2025/10/25 17:06:39:515;1761383199515;;
684;566;0.3563623;0.5247138;0.3148255;0.5092105;464.8;0.2210495;False;2025/10/25 17:06:39:539;1761383199539;;
675;566;0.3515793;0.5246118;0.3148359;0.5092254;463.9;0.2210354;False;2025/10/25 17:06:39:566;1761383199566;;
656;563;0.3417651;0.5213097;0.2843457;0.4616908;464.5;0.2129692;False;2025/10/25 17:06:39:595;1761383199595;;
642;559;0.3345386;0.5184413;0.2786809;0.4548093;465.0;0.212884;False;2025/10/25 17:06:39:618;1761383199618;;
631;557;0.3286511;0.515933;0.2787109;0.454854;465.4;0.2128524;False;2025/10/25 17:06:39:642;1761383199642;;
630;557;0.328341;0.5159246;0.3200041;0.515518;463.9;0.2046371;True;2025/10/25 17:06:39:669;1761383199669;;
629;557;0.3279835;0.5158687;0.3172101;0.5114461;462.5;0.2046121;True;2025/10/25 17:06:39:692;1761383199692;;
624;556;0.3252018;0.5149459;0.2927596;0.4770242;460.0;0.2078621;True;2025/10/25 17:06:39:723;1761383199723;;
621;555;0.3236755;0.5146468;0.2990233;0.486277;457.8;0.2079275;True;2025/10/25 17:06:39:756;1761383199756;;
615;553;0.3205779;0.5125269;0.2811289;0.4568891;455.8;0.2189745;False;2025/10/25 17:06:39:785;1761383199785;;
609;550;0.317573;0.5099769;0.2743806;0.4450216;454.1;0.2189416;False;2025/10/25 17:06:39:808;1761383199808;;
605;548;0.3151397;0.507861;0.2744236;0.4450888;452.5;0.2188952;False;2025/10/25 17:06:39:834;1761383199834;;
604;548;0.3149557;0.5077082;0.2995923;0.4841399;454.4;0.220714;False;2025/10/25 17:06:39:858;1761383199858;;
603;548;0.3144879;0.5075313;0.2923212;0.4727147;456.1;0.220707;False;2025/10/25 17:06:39:882;1761383199882;;
602;547;0.3140202;0.5073515;0.2923356;0.4727363;457.7;0.2207024;False;2025/10/25 17:06:39:911;1761383199911;;
602;547;0.3137668;0.5072905;0.2953481;0.4753125;455.2;0.2152708;False;2025/10/25 17:06:39:942;1761383199942;;
602;547;0.3137169;0.5071867;0.2990061;0.4809251;453.0;0.2152145;False;2025/10/25 17:06:39:966;1761383199966;;
600;547;0.3129622;0.5067872;0.2847345;0.4666317;452.3;0.2154353;False;2025/10/25 17:06:39:992;1761383199992;;
598;546;0.3116866;0.505787;0.2759733;0.4540236;451.7;0.2153998;False;2025/10/25 17:06:40:16;1761383200016;;
596;545;0.3105666;0.5048953;0.2759724;0.4540223;451.2;0.2154011;False;2025/10/25 17:06:40:40;1761383200040;;
948;545;0.4941503;0.5046792;0.7391124;0.4791095;450.4;0.2021126;True;2025/10/25 17:06:40:66;1761383200066;;
1141;544;0.5946358;0.5044522;0.756593;0.484421;449.7;0.2021004;True;2025/10/25 17:06:40:90;1761383200090;;
1255;544;0.6540406;0.5042421;0.7566158;0.4844322;449.0;0.202094;True;2025/10/25 17:06:40:115;1761383200115;;
1439;543;0.7497422;0.5035101;0.8820464;0.4580043;447.8;0.2289889;False;2025/10/25 17:06:40:141;1761383200141;;
1532;543;0.7981253;0.5029347;0.8820179;0.4580402;446.6;0.2289704;False;2025/10/25 17:06:40:164;1761383200164;;
1578;542;0.8220348;0.5022597;0.8693029;0.4552114;448.1;0.217866;False;2025/10/25 17:06:40:189;1761383200189;;
1607;541;0.8369994;0.5016506;0.8693275;0.4552393;449.5;0.2178476;False;2025/10/25 17:06:40:216;1761383200216;;
1615;541;0.8414778;0.5015786;0.8533313;0.4647604;450.7;0.2178993;False;2025/10/25 17:06:40:244;1761383200244;;
1613;541;0.8404772;0.5010101;0.8367051;0.4533953;450.2;0.22474;False;2025/10/25 17:06:40:269;1761383200269;;
1615;541;0.8413534;0.5009508;0.8451192;0.4663152;449.7;0.2246528;False;2025/10/25 17:06:40:292;1761383200292;;
1622;541;0.8449801;0.5014176;0.8601075;0.5120111;453.0;0.2115649;False;2025/10/25 17:06:40:318;1761383200318;;
1627;541;0.8474632;0.5017874;0.8600947;0.5120162;456.0;0.2115315;False;2025/10/25 17:06:40:341;1761383200341;;
1630;542;0.8493288;0.5021033;0.8600987;0.5120146;458.7;0.2115417;False;2025/10/25 17:06:40:366;1761383200366;;
1626;542;0.8473599;0.5018578;0.828638;0.4724614;460.8;0.2187938;False;2025/10/25 17:06:40:391;1761383200391;;
1625;541;0.8464319;0.5017568;0.8366351;0.4756441;462.8;0.218814;False;2025/10/25 17:06:40:415;1761383200415;;
1623;541;0.8456395;0.5016627;0.8366649;0.4756439;464.5;0.218821;False;2025/10/25 17:06:40:439;1761383200439;;
1625;542;0.8463762;0.5027515;0.8533261;0.5269887;463.6;0.2355367;False;2025/10/25 17:06:40:464;1761383200464;;
1626;543;0.8469338;0.5036151;0.8533304;0.5269909;462.7;0.2355063;False;2025/10/25 17:06:40:488;1761383200488;;
1627;544;0.8474411;0.5044387;0.8533326;0.5269923;461.9;0.2354881;False;2025/10/25 17:06:40:516;1761383200516;;
1625;544;0.8468511;0.5043388;0.8248864;0.490536;460.4;0.2237021;False;2025/10/25 17:06:40:550;1761383200550;;
1625;543;0.8464782;0.5035881;0.8366748;0.4714231;459.1;0.2236768;False;2025/10/25 17:06:40:577;1761383200577;;
1622;544;0.8447934;0.5040183;0.7975589;0.5196709;458.7;0.2257361;False;2025/10/25 17:06:40:604;1761383200604;;
1621;544;0.8447849;0.5043847;0.8149963;0.5193739;458.3;0.225696;False;2025/10/25 17:06:40:633;1761383200633;;
1621;544;0.8443559;0.5043536;0.8295939;0.4962116;456.9;0.2183208;False;2025/10/25 17:06:40:664;1761383200664;;
1620;544;0.8440739;0.5043332;0.8296902;0.4962512;455.6;0.2182443;False;2025/10/25 17:06:40:687;1761383200687;;
1630;543;0.8490031;0.5032808;0.8892223;0.4681681;455.0;0.2167336;False;2025/10/25 17:06:40:714;1761383200714;;
1636;542;0.8525611;0.502467;0.8892378;0.468172;454.4;0.2167318;False;2025/10/25 17:06:40:738;1761383200738;;
1642;541;0.8553015;0.5018027;0.8892492;0.4681745;454.0;0.2167304;False;2025/10/25 17:06:40:762;1761383200762;;
1642;541;0.855437;0.5016841;0.8602223;0.4818141;456.4;0.2156683;False;2025/10/25 17:06:40:789;1761383200789;;
1642;541;0.8555434;0.5015894;0.8602341;0.4818243;458.6;0.2156506;False;2025/10/25 17:06:40:812;1761383200812;;
1642;541;0.8556353;0.5015064;0.8602382;0.481828;460.6;0.2156442;False;2025/10/25 17:06:40:838;1761383200838;;
1479;541;0.7705638;0.5011783;0.5796849;0.4732242;460.4;0.1882654;True;2025/10/25 17:06:40:863;1761383200863;;
1373;540;0.715454;0.500882;0.5799219;0.4732447;460.2;0.1882527;True;2025/10/25 17:06:40:890;1761383200890;;
1291;540;0.6726952;0.5006194;0.5701481;0.4738632;460.1;0.1882804;True;2025/10/25 17:06:40:922;1761383200922;;
997;541;0.5196463;0.5014797;0.3257409;0.5214624;462.3;0.2100284;True;2025/10/25 17:06:40:951;1761383200951;;
863;542;0.4495976;0.5020649;0.3251797;0.5212539;464.3;0.2100027;True;2025/10/25 17:06:40:976;1761383200976;;
812;543;0.4229783;0.503619;0.3649271;0.5382221;463.0;0.2136554;False;2025/10/25 17:06:41:1;1761383201001;;
782;545;0.4074617;0.5048144;0.3649616;0.5382243;461.8;0.2136409;False;2025/10/25 17:06:41:25;1761383201025;;
739;545;0.3853906;0.5054106;0.3300211;0.5294189;461.0;0.2329363;False;2025/10/25 17:06:41:52;1761383201052;;
714;546;0.3723602;0.5059659;0.3313872;0.5314571;460.4;0.2328831;False;2025/10/25 17:06:41:76;1761383201076;;
697;546;0.3633327;0.5064505;0.331385;0.5314538;459.7;0.2328875;False;2025/10/25 17:06:41:101;1761383201101;;
683;547;0.3561521;0.5069723;0.3316104;0.5320657;458.6;0.2134883;False;2025/10/25 17:06:41:132;1761383201132;;
668;547;0.348121;0.5069832;0.3196998;0.5154006;457.7;0.2135922;False;2025/10/25 17:06:41:165;1761383201165;;
673;548;0.3510182;0.5075498;0.3964285;0.5364453;457.1;0.2175525;False;2025/10/25 17:06:41:190;1761383201190;;
677;548;0.3526984;0.5079716;0.3719949;0.5361561;456.5;0.2175593;False;2025/10/25 17:06:41:213;1761383201213;;
672;548;0.3504318;0.5081919;0.3342833;0.5314893;456.0;0.2175621;False;2025/10/25 17:06:41:238;1761383201238;;
658;547;0.3431932;0.5073183;0.3030249;0.4837532;455.3;0.2029522;True;2025/10/25 17:06:41:263;1761383201263;;
649;547;0.3381984;0.5066504;0.3030576;0.4837973;454.7;0.2029306;True;2025/10/25 17:06:41:288;1761383201288;;
641;546;0.3342086;0.5060647;0.3030851;0.4838343;454.1;0.2029127;True;2025/10/25 17:06:41:312;1761383201312;;
624;542;0.3252019;0.5019474;0.274342;0.4417981;455.6;0.2170017;False;2025/10/25 17:06:41:340;1761383201340;;
612;538;0.3191725;0.4989741;0.2743375;0.4417914;457.0;0.2170026;False;2025/10/25 17:06:41:364;1761383201364;;
603;536;0.3143953;0.4964591;0.2748704;0.4423966;457.5;0.2149069;False;2025/10/25 17:06:41:391;1761383201391;;
597;534;0.3112983;0.4948135;0.2772657;0.4457613;457.9;0.2149012;False;2025/10/25 17:06:41:413;1761383201413;;
593;533;0.3091869;0.4936969;0.2807479;0.4500954;458.3;0.2148992;False;2025/10/25 17:06:41:436;1761383201436;;
618;532;0.3222886;0.4932379;0.4109965;0.4609007;459.4;0.2018403;True;2025/10/25 17:06:41:463;1761383201463;;
636;532;0.3315945;0.4928779;0.4110903;0.4609001;460.4;0.201842;True;2025/10/25 17:06:41:485;1761383201485;;
651;531;0.3391476;0.4925586;0.4111779;0.4608995;461.3;0.2018434;True;2025/10/25 17:06:41:509;1761383201509;;
646;531;0.3368737;0.4925017;0.3070001;0.4891978;463.7;0.217447;False;2025/10/25 17:06:41:535;1761383201535;;
642;531;0.33481;0.4924352;0.3042544;0.4871145;465.8;0.2174456;False;2025/10/25 17:06:41:559;1761383201559;;
639;531;0.332904;0.4923704;0.3042544;0.4871146;467.8;0.2174456;False;2025/10/25 17:06:41:586;1761383201586;;
791;531;0.4120355;0.4916859;0.5827673;0.45781;467.7;0.2101234;True;2025/10/25 17:06:41:615;1761383201615;;
866;530;0.4510705;0.491164;0.5731385;0.4570678;467.7;0.2102016;True;2025/10/25 17:06:41:639;1761383201639;;
862;530;0.4494293;0.4910596;0.385728;0.4671378;468.7;0.2211343;False;2025/10/25 17:06:41:665;1761383201665;;
860;530;0.4481889;0.4909783;0.385849;0.4671424;469.7;0.2211451;False;2025/10/25 17:06:41:689;1761383201689;;
858;530;0.4470785;0.4909029;0.3859982;0.4671482;470.5;0.2211584;False;2025/10/25 17:06:41:712;1761383201712;;
923;530;0.4811794;0.4911928;0.5876957;0.5010939;468.6;0.2092392;True;2025/10/25 17:06:41:739;1761383201739;;
965;531;0.5027645;0.4921405;0.5861483;0.517036;466.9;0.2092607;True;2025/10/25 17:06:41:763;1761383201763;;
959;531;0.4995455;0.4919377;0.4197972;0.4702233;467.3;0.2234492;False;2025/10/25 17:06:41:788;1761383201788;;
954;531;0.4970512;0.4917758;0.4198503;0.4702235;467.7;0.2234518;False;2025/10/25 17:06:41:812;1761383201812;;
949;530;0.4946731;0.4916161;0.4199685;0.470224;468.0;0.2234575;False;2025/10/25 17:06:41:840;1761383201840;;
1075;532;0.5603898;0.4934986;0.6949733;0.5279518;468.8;0.2262941;False;2025/10/25 17:06:41:870;1761383201870;;
1165;534;0.6072392;0.4948133;0.7082472;0.5241898;469.6;0.2263573;False;2025/10/25 17:06:41:901;1761383201901;;
1160;537;0.6043206;0.497421;0.5345849;0.5421648;471.1;0.22716;False;2025/10/25 17:06:41:933;1761383201933;;
1141;538;0.5946835;0.4989743;0.4713962;0.5395313;472.4;0.2274682;False;2025/10/25 17:06:41:958;1761383201958;;
1125;540;0.5864527;0.5003498;0.4714324;0.5395297;473.6;0.2274746;False;2025/10/25 17:06:41:986;1761383201986;;
1131;539;0.5892149;0.4992706;0.6043953;0.4720127;471.3;0.2290278;False;2025/10/25 17:06:42:15;1761383202015;;
1135;538;0.5911672;0.4984468;0.6047548;0.4720042;469.2;0.2290581;False;2025/10/25 17:06:42:41;1761383202041;;
1196;538;0.623163;0.4988551;0.7060004;0.517405;472.6;0.2319933;False;2025/10/25 17:06:42:77;1761383202077;;
1229;539;0.6402199;0.4992661;0.7016494;0.5202515;475.6;0.2318077;False;2025/10/25 17:06:42:109;1761383202109;;
1215;540;0.6332276;0.5007448;0.5456583;0.5403031;474.7;0.2310479;False;2025/10/25 17:06:42:139;1761383202139;;
1195;541;0.6228395;0.5016929;0.5237467;0.5370854;473.8;0.2310915;False;2025/10/25 17:06:42:168;1761383202168;;
1193;542;0.621693;0.5019972;0.594896;0.5270125;474.4;0.2207754;False;2025/10/25 17:06:42:196;1761383202196;;
1192;542;0.6209273;0.5022501;0.5888621;0.5273205;475.0;0.2207524;False;2025/10/25 17:06:42:224;1761383202224;;
1193;541;0.6215594;0.5012144;0.6282257;0.4773021;476.9;0.2331822;False;2025/10/25 17:06:42:252;1761383202252;;
1194;540;0.6220447;0.5004201;0.6284623;0.4773007;478.6;0.2331864;False;2025/10/25 17:06:42:278;1761383202278;;
1195;539;0.6224651;0.4997175;0.6285504;0.4773002;480.2;0.2331879;False;2025/10/25 17:06:42:308;1761383202308;;
1170;539;0.6098672;0.4997208;0.533044;0.5008697;480.0;0.237505;False;2025/10/25 17:06:42:350;1761383202350;;
1163;539;0.6057299;0.4995941;0.5449873;0.4896403;479.7;0.2375497;False;2025/10/25 17:06:42:378;1761383202378;;
1176;539;0.6129937;0.4998124;0.661029;0.5146586;479.6;0.2392212;False;2025/10/25 17:06:42:406;1761383202406;;
1196;540;0.6229261;0.5002224;0.6842781;0.5219137;479.4;0.239234;False;2025/10/25 17:06:42:432;1761383202432;;
1205;541;0.6281144;0.5009485;0.6710028;0.5299459;480.9;0.2332874;False;2025/10/25 17:06:42:461;1761383202461;;
1213;541;0.6319792;0.5015256;0.671226;0.5299364;482.1;0.2332892;False;2025/10/25 17:06:42:487;1761383202487;;
1219;542;0.6351246;0.5020282;0.671213;0.529937;483.3;0.2332892;False;2025/10/25 17:06:42:514;1761383202514;;
1289;543;0.6716607;0.5028317;0.7931101;0.537133;481.0;0.2189882;False;2025/10/25 17:06:42:542;1761383202542;;
1348;543;0.7021643;0.5034607;0.8115051;0.536792;479.0;0.2190008;False;2025/10/25 17:06:42:570;1761383202570;;
1346;544;0.701218;0.5040109;0.6635315;0.5368505;480.6;0.2132138;False;2025/10/25 17:06:42:599;1761383202599;;
1344;544;0.700438;0.5044632;0.663438;0.5368535;482.1;0.2132148;False;2025/10/25 17:06:42:626;1761383202626;;
1344;545;0.7003833;0.5049092;0.6744222;0.5383674;483.4;0.2132126;False;2025/10/25 17:06:42:654;1761383202654;;
1329;545;0.6922231;0.5051352;0.615393;0.5345088;479.5;0.2160972;False;2025/10/25 17:06:42:683;1761383202683;;
1312;545;0.6837273;0.5055008;0.6132373;0.5369503;476.0;0.2161795;False;2025/10/25 17:06:42:721;1761383202721;;
1353;546;0.7049114;0.5056736;0.7807286;0.5212364;476.4;0.1929202;True;2025/10/25 17:06:42:756;1761383202756;;
1366;546;0.711703;0.5057757;0.758832;0.5224048;476.7;0.1930538;True;2025/10/25 17:06:42:783;1761383202783;;
1322;546;0.6886913;0.5058216;0.5786254;0.5254493;476.8;0.1874171;True;2025/10/25 17:06:42:814;1761383202814;;
1314;546;0.6848049;0.5059018;0.637912;0.5240659;477.0;0.1874454;True;2025/10/25 17:06:42:853;1761383202853;;
1314;546;0.6846215;0.5059527;0.678245;0.5080953;478.7;0.1961619;True;2025/10/25 17:06:42:890;1761383202890;;
1314;546;0.68452;0.5059611;0.6730684;0.5227454;480.3;0.1963432;True;2025/10/25 17:06:42:916;1761383202916;;
1310;546;0.6825776;0.5060233;0.6422369;0.5259353;478.2;0.1980387;True;2025/10/25 17:06:42:944;1761383202944;;
1310;546;0.6824367;0.5061259;0.6610577;0.5280862;476.3;0.1980521;True;2025/10/25 17:06:42:971;1761383202971;;
1301;546;0.6780936;0.5060943;0.6220155;0.5045431;474.4;0.2076283;True;2025/10/25 17:06:42:999;1761383202999;;
1295;546;0.6748322;0.5060694;0.6220951;0.504545;472.7;0.2076497;True;2025/10/25 17:06:43:25;1761383203025;;
1290;546;0.6721081;0.5060478;0.6220959;0.504545;471.2;0.2076502;True;2025/10/25 17:06:43:53;1761383203053;;
1298;546;0.6765391;0.5064419;0.7128233;0.5313949;472.1;0.2112142;False;2025/10/25 17:06:43:82;1761383203082;;
1305;547;0.6797866;0.5067549;0.7128649;0.5313936;472.8;0.2112252;False;2025/10/25 17:06:43:111;1761383203111;;
1307;547;0.6809338;0.5067693;0.6997443;0.5078292;473.5;0.1942261;True;2025/10/25 17:06:43:139;1761383203139;;
1309;547;0.6818312;0.5067809;0.6998121;0.507835;474.1;0.1942356;True;2025/10/25 17:06:43:166;1761383203166;;
1312;547;0.6835378;0.5068045;0.7104058;0.5098318;476.1;0.1809724;True;2025/10/25 17:06:43:193;1761383203193;;
1314;547;0.6848513;0.5068234;0.7104889;0.5098321;477.9;0.1809971;True;2025/10/25 17:06:43:221;1761383203221;;
1317;547;0.6859871;0.5068405;0.7104908;0.5098322;479.5;0.1809978;True;2025/10/25 17:06:43:249;1761383203249;;
1320;547;0.6876421;0.5072385;0.7180713;0.5305673;482.4;0.2037403;True;2025/10/25 17:06:43:278;1761383203278;;
1323;548;0.68925;0.5076372;0.7181737;0.5305642;485.0;0.2037656;True;2025/10/25 17:06:43:314;1761383203314;;
1378;548;0.7179676;0.5076602;0.8192361;0.517923;484.4;0.1934932;True;2025/10/25 17:06:43:352;1761383203352;;
1395;548;0.7267158;0.5076649;0.7954242;0.518878;483.8;0.1936619;True;2025/10/25 17:06:43:379;1761383203379;;
1390;548;0.7242621;0.5076234;0.6914846;0.5048444;483.8;0.1862699;True;2025/10/25 17:06:43:407;1761383203407;;
1386;548;0.7223673;0.5075895;0.691554;0.5048401;483.7;0.1862946;True;2025/10/25 17:06:43:435;1761383203435;;
1402;548;0.7302985;0.5076501;0.7912784;0.5197911;487.9;0.1989011;True;2025/10/25 17:06:43:464;1761383203464;;
